Pos;Solution;Nombre_noeuds;Temps
GGWGXWGWWYYYBXYBWYRGGRXORRRRROWXYWBBGROOXYWOYBBBBXOOGO;(down,3,1),(down,4,1),(down,3,1),(up,2,-1),(down,1,-1),(up,2,-1),;72.0;98.8831946849823
GGGYXGYBRYRRBXOBGRGRWBXWBWBGYWGXWRWWOOOOXYOYYYRWRXBOOB;(up,2,-1),(up,3,1),(up,1,-1),(down,4,1),(down,3,1),(up,4,-1),(down,3,-1),;86.0;112.54427433013916
GROGXOGWWYYYYXBYWBRGGYXGYYBRGGRXRRBBWWOBXOWWORRWBXOBOO;(down,1,1),(up,2,1),(down,3,-1),(up,3,-1),(up,4,-1),;58.0;79.39717102050781
YGGYXBRWWOOGOXGYYYYGGYXRRWWRWWYXRBBBORGBXGWWOBRRBXOBOO;(down,2,1),(down,3,-1),(up,2,1),(up,1,1),(up,4,1),;58.0;83.96708512306213
OOWRXYRBRGGGGXGYYYYRWWXORBBGROWXORRWGYYGXYOOOBWWBXWBBB;(up,2,-1),(up,4,-1),(up,1,1),(down,2,-1),(down,1,-1),;58.0;81.76257491111755
GGWRXORRGYGGYXGYYYYYRWXORWWWBOWXGBBOGOOYXOBBOBRRBXRBWW;(up,4,1),(down,1,-1),(down,3,1),(up,1,1),(down,1,1),(down,2,-1),(down,1,-1),(down,2,1),;100.0;129.67028427124023
YWWRXWROWOGGOXYYBBYWGOXYYYRRROBXGWWWGGGYXGOOORRBRXBBBB;(up,2,1),(up,1,1),(down,1,-1),(down,2,1),(up,3,-1),;58.0;83.32107996940613
ORGOXWGWWGGYGXRBBRRGGBXWBRWRRWBXWBYWOYYOXYOYYYGROXBOOB;(up,4,1),(up,2,1),(down,2,-1),(down,4,1),(up,3,1),;58.0;82.91955661773682
GGGGXYGWWYYYRXBBOBRGGYXGYOBRRWRXBRRBOOOWXBWYYRBWWXWOOO;(down,4,1),(up,2,1),(up,4,-1),(up,3,-1),(down,3,-1),;58.0;81.94166946411133
OYGRXGRRGGBGGXOBGRYYRGXRBORWWWWXYWOOOBYOXYBBYYBBRXWOWW;(up,1,-1),(up,3,1),(up,1,-1),(down,2,-1),(down,3,1),(down,4,1),;72.0;102.91007232666016
YYGYXGGGGOOYBXOOOBRRRGXBYYBWWWRXORROOGGBXWBBBRRWWXWYYW;(up,3,-1),(down,4,-1),(down,2,1),(up,4,-1),(down,3,1),;58.0;82.05115008354187
YGOYXORRGOOGWXBYYRYYRWXBBBBWGGRXGRRWWRGWXOOOOYYWGXWBBB;(up,3,1),(up,4,-1),(down,2,1),(up,1,1),(down,1,1),;58.0;83.10563063621521
YYGYXGYOGORRBXRBRYGYRGXBRBBWWWRXOROOOGGBXYBOYBWWWXWOGW;(up,1,-1),(down,4,1),(down,2,1),(down,3,1),(up,4,-1),;58.0;82.86290621757507
OOGOXWGWWGGYGXRYRRRGGBXGBBRRRWRXBWBBOYYWXYWWOYYBYXOBOO;(up,2,1),(up,3,1),(down,2,-1),(down,3,-1),;44.0;62.75909352302551
GOOWXORWWYRGYXYYYYYGGRXWRRWRGGBXBBBWWWOYXOOOOBGRGXRBBB;(up,4,1),(down,1,1),(up,2,-1),(up,1,1),(up,2,-1),(up,1,-1),(up,3,1),(up,1,1),(up,3,-1),;184.0;238.33933067321777
GWWYXRYYRYRRBXWOOYGGWRXBRRRGGOOXOWOOGGOGXWBBBBBBYXWYYW;(up,1,-1),(up,2,-1),(down,1,-1),(down,4,-1),(down,3,1),;58.0;84.14012503623962
OOORXOROGGGGYXGBBRYWRYXRBBRWGGWXGWWWWYYWXRORYYYBOXBOBB;;-1.0;1351.3176023960114
OYOWXOGGGGOYGXYBBYRRRRXWRWWWGGBXYBWOWBYOXYBRYBRROXGOBW;(down,3,1),(up,4,1),(down,2,-1),(down,4,1),(down,1,1),;58.0;82.42721366882324
GOGOXGGRRYBYGXYYYYRWWRXBRBBGWWRXYRGWOWOOXYOROBWWBXOBGB;;-1.0;1384.3630692958832
GGGYXWYWWYRRGXGYYYGBGWXORRWRRWWXOBBOOOOBXYBYOBGRBXRBOW;;-1.0;1382.2559974193573
OWWOXWGGGGGYGXYOWYRRRRXBRYBWOORXBRBBGBYYXYWWBBOWGXOYRO;(down,3,1),(up,4,-1),(down,2,-1),(down,4,-1),(down,3,1),(down,2,1),(down,1,-1),(down,2,-1),;100.0;138.18372297286987
GGGYXWYWWYRROXBOGRGGGWXBBYBRRWRXWRYWOOOOXBOBBYOWRXGYYB;(up,3,1),(down,4,-1),(up,4,-1),(up,2,1),(up,1,-1),;58.0;82.39214634895325
YOOOXGGGGOBYOXWORRRRRRXWBYWWYGBXGBBWWWGWXGOBBYORYXRYYB;(down,1,1),(down,2,1),(up,3,1),(down,4,-1),(up,4,1),;58.0;84.54683446884155
GOORXORWWYGGBXGBBYYGGYXWRYWRGGBXWBBWWWORXYOYYBRROXROOB;(down,4,1),(down,1,1),(up,4,1),(up,2,1),(up,1,1),;58.0;82.75456428527832
GOORXORYGYGGBXGBBYYGRWXRRRRWGGWXBWOBWWOWXYWYYBBBOXYORO;;-1.0;1286.8613851070404
GOOYXGYYGYRRGXRBOYGBRGXRRRRWYGWXOWGOWWOBXWBBYBBBYXOOWW;(up,1,-1),(down,3,1),(down,1,-1),(down,2,1),(down,1,-1),(down,4,1),(down,2,-1),(down,4,1),(down,2,1),(down,4,-1),(down,2,-1),;142.0;186.32643747329712
GBOGXOGGGYYYYXBYBBRRRYXOYBBWGGWXYRWBWOORXOWWORWWRXGBRO;(down,3,1),(down,1,1),(up,4,1),(down,3,1),(up,4,1),(up,3,-1),;72.0;98.91970014572144
GGWWXWRRRYRGYXBYBBYYWYXWYGWGOOBXOBYWGROGXOOOORWRRXGBBB;(down,1,-1),(up,4,1),(up,3,-1),(up,1,1),(up,2,-1),;58.0;81.4231607913971
OBOWXOGGGGOYGXROORRRRBXYBBBWGGBXGRRWWOYWXYOYBYWWYXWYRB;(down,2,-1),(down,4,-1),(up,4,-1),(up,3,1),(down,1,1),;58.0;83.76461172103882
GOOGXRGGWYYYWXYOOYROGRXGRBBRBGRXORWOWWOBXRBBBBWWYXGYYW;(down,4,-1),(down,3,1),(up,2,1),(up,4,-1),(down,1,1),;58.0;81.61755228042603
OGWOXBGRRGGYWXYYYYRWWRXWRRRGWOGXOWOBGRYBXOWGOBBBBXYBYO;(down,1,-1),(up,2,-1),(down,4,1),(down,2,-1),(down,4,1),(down,3,-1),(down,4,1),;86.0;116.8531973361969
OYOYXORRGGOGRXGBBYYYRYXRRRRWGGWXGWOOWBYWXGBBYBBBOXWOWW;(down,2,-1),(up,1,1),(down,1,1),(down,3,1),(down,4,1),;58.0;79.95535326004028
YGGYXGRBGOOGGXBBOBYRRYXRYYRWWWWXBWBBORGWXYWOYRRBWXOOGO;(down,4,1),(down,2,1),(up,3,1),(up,1,1),(up,3,1),(down,3,-1),;72.0;98.81066370010376
GWWGXOGOWYYYYXRYRRRWGBXGBWWRGORXOBYOGGOBXOBBOYRRYXBBWW;(up,2,1),(up,4,1),(up,3,1),(down,3,1),(down,1,-1),;58.0;80.73890089988708
YYOBXOGGGOYYYXOBRBRRRBXOYYWWGGWXGBBOWGGWXOBBYRRRWXROWW;(up,3,-1),(up,4,1),(down,2,1),(down,1,1),(down,3,1),(down,4,1),;72.0;102.57073831558228
GYGRXGRRGYGGWXGOOYYYRYXGRWWWWWOXBBBWOBOWXOOOBBRRYXRYBB;;-1.0;1275.1207239627838
OOGOXWGWWGGYGXBYBBRGGYXGYYRRRWRXOWOOOYYBXYBBORRBRXWBWW;(down,2,-1),(up,2,1),(down,3,1),(up,3,-1),;44.0;62.15656805038452
OOGOXRGRRGGYYXBBBBRWWYXWYGWGGWBXWBYWOYYOXRORYRWROXGOBB;(up,4,1),(up,2,-1),(down,4,1),(down,2,-1),(up,3,1),(up,1,-1),(up,3,1),(up,1,1),;100.0;135.99870443344116
GWWRXWRYGYGGOXGOOBYBRYXRYBBWOOYXORRWGGOGXBORBRWWYXWYBB;(down,1,-1),(down,4,-1),(up,1,1),(up,4,-1),(up,3,-1),;58.0;83.53034996986389
OBGOXWYWWGGRRXYOGBGGGOXYYYRRRWGXWWWWOOYOXBOBBRRBRXBYYB;(up,2,1),(down,2,-1),(up,3,-1),(up,1,-1),(down,4,-1),(up,1,1),(up,3,-1),(up,1,-1),(up,3,1),;184.0;232.80431604385376
GWWRXBRRGYGGOXGOOYYYRYXORWWWYOWXOBBOGGOGXBBBBBRRYXRYWW;(up,4,1),(down,1,-1),(down,3,1),(down,4,-1),(up,1,1),;58.0;82.83157444000244
GBWGXBGRRYYYBXYBOYRWWRXWROBGWOGXORGBGROGXYWYYBBWWXROOO;(down,1,-1),(up,2,1),(up,4,-1),(up,2,1),(down,4,1),(down,3,-1),;72.0;100.60081672668457
OOWBXRRRRGWGRXGYYYYYWYXWRWWGGOGXOBBBGYYGXBWWOBRRBXOBOO;(down,2,-1),(down,1,-1),(up,1,1),(up,2,1),(down,3,-1),(up,4,-1),(up,2,1),(up,4,-1),;801.0;1004.2709450721741
YRWYXWYYROORRXWYYYGGWRXBRBBGOORXORWWGYGGXGOOOBWWBXGBBB;(up,4,-1),(down,2,1),(down,1,-1),(up,1,-1),(up,2,-1),;58.0;80.5860915184021
YRWBXWYOWOYRGXRBBYGWGGXYRRRRROGXOWWWGYGGXWOYYBBBOXBOOB;(up,2,1),(down,2,1),(up,1,-1),(down,1,-1),(down,4,1),;58.0;81.93560314178467
GWOGXRGRRYYYWXRORRRWWBXGBYRGGGOXGWBBWBOWXOWBBYOBYXOYYO;(up,2,-1),(up,3,1),(down,4,-1),(down,1,1),(down,3,-1),;58.0;84.26718401908875
GOORXORYGYGGYXBYBRYBRWXRBGRWGGWXOWWOWWOBXOBYOYYBRXGBRW;(down,3,1),(down,1,1),(up,3,-1),(up,1,1),(up,4,1),(up,3,-1),(up,4,-1),;86.0;116.4192156791687
OOGGXWRYWGWGGXOYBBYBGGXRYBBRRWYXWRGWOYYOXYOOORWWRXRBBB;(up,1,1),(down,2,-1),(up,4,-1),(up,2,1),(up,3,-1),;58.0;81.79558992385864
YYGYXRYYRORROXWBBYGBWRXWRRRGGWGXBWOBOGGWXGWWYBBBOXYOOO;(up,1,-1),(up,2,-1),(down,2,1),(down,3,-1),(down,4,1),;58.0;82.47900438308716
GWWGXWGRRYYYOXRORRRWWBXGBYRGOOOXRWWWGGOGXBOBBYOBYXBYYB;(up,3,1),(down,4,-1),(down,1,1),(up,2,-1),(down,1,1),;58.0;79.79703903198242
YRGBXWYWWOYROXRBOYGGGGXYRRRRRWGXYWWWOYGOXGOOYBBBWXBOBB;(down,2,1),(up,2,1),(up,1,-1),(down,3,1),(down,4,1),(down,3,-1),;72.0;97.98199892044067
GGGBXRYRRYYRYXWBBBGYWRXWYGWGGWBXWBBWOOOOXOOGYRWRRXOOYB;(up,1,-1),(up,4,1),(up,2,-1),(up,3,1),(down,4,1),(up,3,1),(down,2,-1),(up,1,1),(down,2,1),(up,1,-1),;128.0;169.62253999710083
OYGOXGRBGGGGRXGBRRYRRYXRBORWWWWXYWOOOBYOXGBBYYBBYXWOWW;(down,2,-1),(up,1,1),(up,3,1),(down,3,1),(down,4,1),;58.0;83.28900146484375
OOGOXGYRRGGRBXRYBBGWWGXWYYRGYWGXBWBBOYYWXYWWORRBRXOBOO;(down,3,-1),(up,2,-1),(down,2,-1),(up,1,-1),(up,3,-1),;58.0;82.62951421737671
OOOOXBGGWGBYGXYYYYROGRXGRWWRWGRXRBWBWYYBXYWWOBRRBXGBOO;(up,2,1),(down,2,-1),(down,3,1),(down,1,1),(down,3,1),(up,4,1),;72.0;99.90708351135254
YYGYXGYOGORROXOYGRGYRBXRBBRWWWWXRWWBOGGBXGWWOYYBRXBBOO;(up,3,1),(up,1,-1),(down,2,1),(up,4,-1),(down,3,-1),(up,4,1),;72.0;99.0365343093872
GWWYXWGGGYRYYXBYRYRRRWXYRGWWOOBXOBGOGGOBXOBROBYRWXOBBW;(down,3,1),(down,1,-1),(up,3,-1),(up,4,-1),(up,3,-1),(up,4,-1),(up,3,-1),(up,1,-1),(up,3,-1),(up,1,1),(up,3,1),;212.0;274.51559948921204
YBGBXGYOGOYRGXOBBBGYRGXRYYRWWWWXRWOOORGGXYBBYRRBOXWOWW;(down,3,1),(up,1,-1),(down,2,-1),(down,4,1),(up,3,-1),(up,1,-1),(down,2,-1),(up,1,1),;100.0;141.23255920410156
GWWYXOYYGYRRYXBYOBGGRYXBYRBWBORXORROGGOGXOBBORGWWXWBWW;(up,3,-1),(up,1,-1),(up,4,-1),(down,1,-1),(down,3,1),;58.0;82.93401265144348
YYOWXBGGGOOYYXRBORRRRBXRBBRWWGWXGWBBWGGWXRWOYYYBYXOOGO;(down,4,1),(up,3,1),(down,1,-1),(down,3,-1),(down,1,1),(down,2,-1),(down,1,1),(down,2,-1),;100.0;143.5989692211151
YYGOXGGGGOBYOXYOWBRRROXBYYBWWWRXWRYBOGGRXGWWBRRWBXBYOO;(up,3,-1),(down,3,-1),(up,4,-1),(down,2,1),(down,4,-1),;58.0;84.60968375205994
OOOWXRGBRGOYGXYYYYRRWRXGROBGGGOXWRWOWYYRXYBBOBBWBXGBWW;(up,2,-1),(down,3,-1),(up,4,-1),(down,3,-1),(down,2,-1),(down,1,1),;72.0;101.22314453125
YGGYXGRRGOOGOXOYYRYYRBXBBBBWWWRXBRRBORGWXGWWOYYWGXWBOO;(down,2,1),(up,3,1),(up,1,1),(up,4,-1),(down,3,-1),;58.0;84.05416512489319
GWWRXWRRWYGGYXWYYYYYGOXWRGWRROBXOBGOGGOBXOBROBYRBXOBBW;(down,3,1),(up,4,1),(up,1,-1),(up,2,1),(up,1,-1),(down,1,-1),;72.0;102.4186794757843
GGWGXWGRRYYYYXRYRRRWWBXYBBBGOOBXORGOGROBXOBGOYWWYXOBWW;(down,3,1),(up,4,-1),(up,3,1),(down,1,-1),(up,2,-1),;58.0;82.75409412384033
GGGGXWGRWYYYWXBBBBRYGYXGYBRROWRXRWWWOOOBXROYYRWBOXGOOB;(down,4,1),(up,2,-1),(up,4,-1),(up,3,-1),(up,2,-1),(down,3,-1),(up,4,1),(down,3,1),;100.0;138.02322554588318
OYOOXYGGGGGYGXRYRRRRRBXWBWWWOGBXGBBBWBYWXYWWOYRRYXOBOO;(down,1,1),(down,3,-1),(up,4,1),(up,3,1),(down,2,-1),;58.0;82.19272685050964
GWWGXBGOWYYYBXRBRRRWGBXGBWWRWORXOBBWGGOGXYOYYYRRYXOOOB;(up,2,1),(down,1,-1),(up,4,1),(up,3,1),(down,4,1),;58.0;82.95912408828735
YGWYXORRGOOGGXBYBBYYRYXRYGRWBOWXOWOOGRGGXWBBORYBRXWBWW;(down,2,1),(down,1,-1),(down,3,1),(up,3,-1),(up,1,1),;58.0;84.41960740089417
GWWGXRGOWYYYBXYBBYRWGRXGRYBRBORXORRBGBOGXYWGYBOWOXWOWO;(up,2,1),(up,4,-1),(down,1,1),(down,3,-1),(down,4,1),(down,1,1),;72.0;104.97832441329956
GGGRXGRRGYGGOXGOBYYYRYXORBBWWWWXWRYWOOORXBOYBBWWRXBYOB;(up,1,1),(down,3,-1),(up,4,-1),(down,4,-1),(up,4,-1),(down,4,-1),(down,3,1),(down,4,1),(up,4,1),;324.0;403.7052936553955
OYWGXYGGGGWYGXYBBYRRRRXORWWWOOWXOBBOGBYGXYBBYBRROXROWW;(up,4,1),(down,2,-1),(down,1,-1),(down,3,1),(down,4,1),;58.0;82.34918260574341
GRWGXWGWWYYYOXRORRRGGGXWBYWROOBXOBBWGWOGXBOBBYORYXRYYB;(up,3,1),(down,4,-1),(down,1,-1),(up,4,1),(up,2,1),;58.0;83.59563064575195
YBGOXGGWGOBYRXOBYBRGRGXRYYRWYWWXWWWWORGOXGOYYRRBBXBOOB;;-1.0;1285.401023387909
GOOGXOGWRYYYOXYOOYRBWRXBRGBGGGRXRRRWWWOGXBOBBBWWYXWYYB;(down,4,-1),(down,1,1),(up,4,1),(up,2,-1),(up,4,1),;58.0;78.5781135559082
OYOWXOGGGGOYGXWBRRRRRRXWBOWWGGBXGBBWWBYWXYOYYYBRYXROOB;(up,3,1),(up,4,1),(down,2,-1),(down,4,1),(down,1,1),;58.0;84.03407764434814
OOOOXWGGWGBYGXBYBBROGYXGYYRRRGRXGWOOWYYWXYBBORRBRXWBWW;(up,2,1),(down,2,-1),(down,1,1),(down,3,1),(up,3,-1),;58.0;83.28218054771423
GGGYXWYYWYRROXGOOYGGGWXORRWRRWWXBBBOOOOYXBBBBBGRYXRYWW;(up,4,1),(up,1,-1),(up,2,1),(down,3,1),(down,4,-1),;58.0;83.61057496070862
OGWOXWGRRGGYGXRYRRRWWBXWBGWGOOBXYBYWGRYOXYOOOYWRYXBBBB;(up,4,1),(up,3,1),(down,1,-1),(down,2,-1),(up,2,-1),;58.0;83.76111435890198
OOWGXWRYGGWGRXGYBBYBRYXRYYRWOOWXBWBBGYYWXGWOORRBRXOBGO;(down,2,-1),(down,3,-1),(down,1,-1),(up,1,1),(up,3,-1),;58.0;84.62024688720703
GWOYXOYYWYRRYXRYWRGGGBXGBBRRGGRXWWBBWBORXOWWOYYBGXOBOO;(down,1,1),(up,3,1),(up,1,-1),(up,2,1),(down,3,-1),;58.0;83.09266519546509
GGGGXRGWWYYYBXOORRRGGBXGBYBRBWRXWROOOOORXWBBBYOWYXWYYW;(up,2,1),(up,3,1),(down,4,-1),(down,3,-1),(up,4,-1),(down,3,-1),;72.0;100.48520398139954
YBWYXWGWWOOYOXRYRRRGGGXYBBBROOBXGRRWGRGYXGOOOYWWYXWBBB;(down,1,-1),(down,2,1),(up,4,-1),(up,2,1),(up,3,1),(up,2,-1),(up,4,1),(up,2,1),(up,4,-1),;114.0;153.9749870300293
GOOOXRRRRYGGBXGBWYYWWYXRRRRGGGYXBWBBWWOWXYWYYBBBGXOOOO;(up,2,1),(up,1,1),(up,2,1),(down,4,1),(down,3,-1),(down,1,1),;72.0;102.6302239894867
YGWBXWRBGOYGGXGBBBYORYXRYYRWOOWXOWWWGRGGXWOYYRRBRXBOOB;(down,2,1),(down,1,-1),(up,1,1),(up,3,-1),(down,4,1),;58.0;81.63663721084595
GGGYXWYYWYRRBXGOOYGGGWXORRRRRWWXRWBOOOOGXWBBBBBBYXOYYW;;-1.0;1319.3708662986755
YYWWXBGRROOYRXYOOYRWWRXWRRRGWOGXOWBBGGGGXGWBBBBBYXOYYO;(down,2,1),(down,1,-1),(up,2,-1),(down,4,-1),(down,3,-1),;58.0;81.34408068656921
GGGGXRGYRYYYYXBBRRRBWWXWBWWGGWGXOBBOOOOBXRBYYYORWXROOW;(up,2,-1),(down,4,1),(up,4,-1),(down,3,1),(up,3,1),(up,4,-1),;72.0;104.32771396636963
YWWBXYRRGOYGBXGYGYYYRYXRRRRWOOWXRWOOGGGGXWBOOBBBOXWBBW;(down,1,-1),(down,4,-1),(down,2,1),(up,1,1),(down,3,1),(down,4,1),;72.0;103.05320572853088
GWWYXWYYGYRROXBOOBGGRYXWYRWWOOBXOBBWGGOGXBOWBRGRYXRYRB;(down,1,-1),(down,4,-1),(up,3,-1),(up,1,-1),(up,4,1),;58.0;83.29756093025208
OWWOXRRRGGGGRXGYYYYYRYXWRWWWBOBXYBBBGGYOXGWWOBRRBXOBOO;(down,1,-1),(down,2,-1),(up,1,1),(down,3,-1),(up,4,1),;58.0;83.06170797348022
YYWRXWGWWOGYOXRYRRRGGBXOBBRRROWXYWWWGGGOXGOOOYYBYXBBBB;(up,3,1),(up,2,-1),(down,1,-1),(up,2,-1),(down,2,1),(up,1,-1),(down,2,-1),(up,1,1),(down,2,1),;465.0;563.714643239975
YRGOXGYYROBROXROORGBWBXWBBBGYWGXWRRWOYGOXGORBYWWYXWYGB;(up,2,-1),(up,4,-1),(down,2,1),(down,4,-1),(up,3,1),(up,1,-1),;72.0;108.54799890518188
GGGWXBYWWYRRYXRBBRGGGGXYBBWRWWGXWBBWOOOOXROYYYYROXROOB;(down,4,1),(up,2,1),(up,1,-1),(up,3,1),(up,4,1),;58.0;81.98855137825012
OOWGXRGWRGWYGXWYRRRBWRXOBBWGGOWXOBBWGYYGXYOOOYYRYXRBBB;(down,2,-1),(up,2,-1),(down,1,-1),(up,3,1),(up,4,1),;58.0;83.70399713516235
GGGYXGYYRYRRYXWYYYGGWRXBROWGWWOXBBBBOROWXOWWOBGRBXRBOO;(up,4,1),(down,3,-1),(up,1,-1),(down,1,-1),(up,2,-1),(down,1,1),;72.0;96.5125322341919
GGWYXWYGGYRROXWOOYGORRXYRRRWOOGXGWWWGROWXBOBBBBBYXBYYB;(down,4,-1),(up,2,1),(up,1,-1),(up,2,-1),(down,1,1),(up,2,1),(down,1,1),(up,2,-1),;170.0;208.6275613307953
GRWGXWGWWYYYBXRBBRRGGBXGBYRROORXOWWWGWOGXYOYYYOBOXBORB;(down,1,-1),(up,2,1),(down,4,-1),(up,3,1),(down,4,-1),;58.0;79.54200387001038
OOOOXYGWWGGYBXYBBYRGGRXBRBBROGRXWRGWWWYRXYOGYBWWOXROYB;(up,4,-1),(down,1,1),(up,2,1),(down,4,1),(down,2,-1),;58.0;84.3028359413147
OOGYXRYGRGRRBXWOYYGOWRXWRRRGGWGXOWOOOYYBXWBBBBBBGXWYYW;(down,4,-1),(down,3,1),(up,1,-1),(down,2,-1),(up,2,-1),;58.0;83.84454154968262
GOOYXOYYWYRRGXRBBRGGGGXWBBWRGGBXWBBWWWORXWOYYYYROXROOB;(down,1,1),(down,4,1),(up,3,1),(up,4,1),(up,1,-1),(up,2,1),;142.0;191.167001247406
GRWWXWRWWYRGBXGBBYYGGYXBRBBROORXORGWGYOGXYOYYBWWOXROOB;(down,4,1),(up,4,-1),(down,1,-1),(up,2,-1),(up,1,1),(up,2,-1),;72.0;102.31553292274475
OOOWXORWWGOGRXGYYYYGGYXRRBBRGGYXRRRWWYYBXGOOOBWWBXWBBB;(down,2,-1),(down,1,1),(up,2,1),(up,4,-1),(up,1,1),;58.0;82.58800530433655
OOOOXOGGGGBYBXBOYBRRRYXRYYRWGGWXGWOOWYYWXWBRBRRBGXWYBW;(down,4,-1),(down,2,-1),(down,1,1),(down,3,1),(up,3,-1),;58.0;82.59753370285034
GGGRXYRRRYGGRXGOOYYWWYXWRWRGRWGXOWWOOOOBXBBBBBOBYXBYYW;(up,2,-1),(up,1,1),(down,4,-1),(up,4,-1),(down,3,1),(up,4,1),;72.0;98.47405648231506
GOOGXOYOGYYROXRORYGYRGXWRWWWGGBXGBBWWWOWXBOBBBRRYXRYYB;(up,4,1),(down,1,1),(down,4,-1),(down,2,-1),(up,1,-1),(down,2,1),;72.0;95.57116174697876
YYGOXGGOWOBYBXYBGYRWGRXGRRRRWWRXYWROOGGOXYBBYBBBOXWOWW;(down,3,1),(down,4,-1),(down,2,1),(down,4,-1),(down,1,1),(up,2,1),(down,1,-1),;86.0;120.24915313720703
OOOYXYYGWGRROXGOYYGOGWXGRRRROGRXWWWWWWYRXBOBBBBBGXBYYB;(down,1,1),(up,1,-1),(up,2,1),(down,4,-1),(down,2,-1),;58.0;81.36456680297852
GGGRXGRRGYGGWXGBBYYYRYXWRBWWWWBXWBBBOOORXOWYYBYROXROOO;;-1.0;1221.987715959549
GGGRXYRBRYGGBXOBWBYRWBXWYGBGRWGXWRRWOOOOXYOYYRYWBXWOOB;(up,3,-1),(down,4,1),(up,2,-1),(up,4,-1),(up,1,1),;58.0;82.61052107810974
OBWRXGGOGGGYGXYOWYRYRRXORWWWWOWXOBBOGOYGXYBBBBRRBXRYYW;(up,4,1),(down,2,-1),(down,4,1),(down,3,1),(down,4,1),(up,2,1),(down,1,-1),(up,2,-1),(down,2,1),(down,1,-1),(down,2,-1),(down,1,1),;366.0;474.3248450756073
OWOOXYGGGGGYBXRBRRRRRBXRBWRWOGWXGWBBWBYWXYWGYYOBYXOOYO;(up,3,1),(down,4,1),(down,1,1),(down,2,-1),(down,3,-1),;58.0;82.25350999832153
GOOYXOYYGYRRYXWYGRGGRRXBBBWWGGOXGBWWWWOWXOOROYYRRXBBBB;(down,1,1),(up,3,1),(up,1,-1),(down,3,1),(up,4,1),(down,3,-1),;72.0;97.80953025817871
YBGYXWYYWOOROXGYYRGGGWXBBBBRRWOXWRGWORGOXGOYOYWWBXRBRB;(down,2,1),(up,1,-1),(up,4,-1),(up,2,1),(down,4,-1),(up,3,1),(down,4,1),;86.0;121.96654748916626
YGGYXBGWWOOYWXRYRRRGGBXGBWWRWWRXOBYOOOGBXOBBOYRRYXGBYW;(up,2,1),(down,3,1),(up,4,1),(up,3,1),(down,1,-1),(down,2,1),(down,1,1),;86.0;123.92464137077332
GOORXORYGYGGYXRYRRYBRBXRBGRWGGWXOWWOWWOBXOBBOYYBYXGBWW;(down,3,1),(down,1,1),(up,3,-1),(up,1,1),(up,3,-1),;58.0;79.73903155326843
GOORXOROGYGGBXGBBBYYRYXWYWWWGGBXGBRWWWOWXYORYRRROXYOBB;(down,1,1),(up,4,1),(down,4,-1),(up,1,1),(up,3,-1),(down,4,-1),;142.0;182.15946531295776
YRGRXRROROBGOXWYYRYYWRXWBBWGGWBXWBWWOYGOXGOOOYYRGXGBBB;(up,3,1),(up,1,-1),(down,2,1),(up,1,-1),(up,4,-1),(up,2,-1),(up,4,-1),;86.0;123.49302816390991
